reviewid,genre,count_of_genre
11945,,0
11977,rock,1
11948,rock,2
11948,experimental,2
11694,,0
11946,,0
11618,rap,2
11618,electronic,2
11952,rock,1
11955,rock,2
11955,experimental,2
11956,folk/country,1
11954,rock,2
11954,electronic,2
11957,rock,2
11957,folk/country,2
11947,rock,1
11953,rap,2
11953,electronic,2
11951,electronic,1
11949,pop/r&b,3
11949,experimental,3
11949,electronic,3
11950,rock,1
11942,rap,1
11941,electronic,1
11939,,0
11938,electronic,1
11940,,0
2272,,0
11937,electronic,1
11581,pop/r&b,1
11936,experimental,2
11936,electronic,2
11935,rock,2
11935,jazz,2
11934,,0
11929,experimental,1
11933,rock,2
11933,electronic,2
11932,folk/country,1
11931,pop/r&b,2
11931,electronic,2
11930,folk/country,1
11925,rock,2
11925,electronic,2
11928,rock,2
11928,experimental,2
11926,folk/country,1
11531,rap,2
11531,electronic,2
11927,rock,1
11924,rock,1
11923,pop/r&b,2
11923,electronic,2
11609,,0
11605,rock,2
11605,metal,2
11922,electronic,1
11921,rock,1
11920,electronic,1
11613,jazz,3
11613,pop/r&b,3
11613,electronic,3
11589,rock,2
11589,metal,2
11514,rap,2
11514,pop/r&b,2
11690,rock,2
11690,experimental,2
11919,rock,1
11578,rock,1
11918,experimental,1
11611,electronic,1
11619,rock,2
11619,electronic,2
11688,folk/country,2
11688,metal,2
11917,rock,2
11917,electronic,2
11586,rock,2
11586,electronic,2
11594,rock,2
11594,electronic,2
11916,rock,1
11915,folk/country,1
11595,global,2
11595,pop/r&b,2
11596,rock,2
11596,electronic,2
11593,rock,1
11616,rock,1
11620,rock,2
11620,electronic,2
11566,,0
11588,rock,1
11597,rock,3
11597,experimental,3
11597,electronic,3
11692,pop/r&b,1
11621,rock,1
11600,rock,1
11579,rock,1
11573,,0
11603,rock,1
11610,rock,2
11610,rap,2
11577,experimental,1
11570,pop/r&b,1
11564,rock,2
11564,electronic,2
11684,rock,1
11608,rap,1
11612,rock,1
11567,experimental,1
11574,pop/r&b,1
11580,rock,2
11580,experimental,2
11583,rock,1
11555,folk/country,2
11555,electronic,2
11513,electronic,1
11559,global,1
11604,rock,1
11538,rock,2
11538,electronic,2
11552,rock,2
11552,electronic,2
11550,electronic,1
11565,,0
11585,rock,1
11592,electronic,1
11548,rock,2
11548,electronic,2
11563,rock,2
11563,electronic,2
11554,rap,3
11554,pop/r&b,3
11554,electronic,3
11587,rock,1
11562,pop/r&b,1
11547,rock,2
11547,metal,2
11537,rock,1
11558,pop/r&b,2
11558,folk/country,2
11686,rock,1
11582,electronic,1
11539,rock,1
11502,rock,2
11502,electronic,2
11541,rock,3
11541,jazz,3
11541,experimental,3
11560,rock,1
11575,metal,1
11535,,0
11536,rock,1
11500,rock,2
11500,electronic,2
11569,rock,2
11569,experimental,2
11414,pop/r&b,1
11540,rock,2
11540,electronic,2
11526,rock,1
11527,pop/r&b,1
11682,metal,1
11568,rock,1
11551,rock,2
11551,electronic,2
11472,folk/country,1
11523,rock,3
11523,pop/r&b,3
11523,folk/country,3
11561,rap,1
11524,rap,2
11524,electronic,2
11519,rock,1
11516,jazz,1
11544,electronic,1
11509,,0
11556,rock,2
11556,electronic,2
11515,pop/r&b,1
11507,global,1
11508,electronic,1
11545,rock,1
11546,pop/r&b,1
11511,,0
11512,rock,2
11512,experimental,2
11494,rock,1
11498,rock,1
11549,folk/country,1
11543,rock,2
11543,experimental,2
11506,rock,2
11506,metal,2
11517,,0
11542,rock,2
11542,experimental,2
11534,rock,1
11469,rock,2
11469,experimental,2
11486,rock,2
11486,electronic,2
11491,rock,1
11525,electronic,1
11504,,0
11497,rap,3
11497,pop/r&b,3
11497,metal,3
11528,rock,1
11496,rock,2
11496,metal,2
11533,rock,1
11518,rap,1
11481,,0
11480,rock,1
11490,rock,2
11490,experimental,2
11680,rock,2
11680,electronic,2
11420,rock,1
11445,,0
11476,pop/r&b,1
11475,rock,1
11522,,0
11488,,0
11428,,0
11446,rock,2
11446,electronic,2
11482,rock,1
11499,rock,1
11489,experimental,1
11222,,0
11468,rock,2
11468,experimental,2
11459,rock,1
11510,rock,2
11510,rap,2
11373,rock,2
11373,electronic,2
11466,pop/r&b,1
11457,rock,2
11457,experimental,2
11355,,0
11493,pop/r&b,2
11493,electronic,2
11495,rock,1
11386,rock,1
11448,rock,1
11450,,0
11503,rock,1
11505,electronic,1
11477,rock,1
11456,,0
11454,rap,1
11501,rock,1
11484,rock,1
11418,pop/r&b,1
11447,rock,2
11447,electronic,2
11485,rock,1
11376,pop/r&b,1
11487,folk/country,1
11341,rock,1
11421,rock,1
11455,,0
11492,experimental,1
11478,rock,1
11257,rock,1
11678,pop/r&b,1
11440,rap,1
11483,pop/r&b,1
11470,pop/r&b,2
11470,folk/country,2
11374,,0
11463,rock,1
11424,folk/country,1
11479,rock,2
11479,experimental,2
11359,folk/country,1
11388,rock,1
11392,rock,1
11443,,0
11449,rock,1
11670,rock,1
11399,rock,1
11346,rock,1
11412,rock,1
11464,rock,2
11464,metal,2
11674,rock,1
11471,rap,1
11460,,0
11461,electronic,1
11465,rock,1
11462,rock,1
11413,rock,1
11343,rock,1
11398,rock,1
11467,pop/r&b,1
11452,rock,1
11404,rock,2
11404,metal,2
11294,rock,1
11422,rock,1
11458,rap,1
11451,rock,1
11425,folk/country,1
11391,rock,1
11417,rock,2
11417,experimental,2
11371,rock,1
11438,electronic,1
11453,pop/r&b,1
11360,experimental,1
11432,rock,2
11432,metal,2
11202,rock,1
11429,rock,1
11430,rock,1
11431,,0
11365,rock,1
11442,electronic,1
11444,,0
11423,rock,1
11419,electronic,1
11354,global,3
11354,pop/r&b,3
11354,folk/country,3
11427,rock,2
11427,electronic,2
11441,rock,1
11426,rock,2
11426,electronic,2
11368,pop/r&b,1
11356,rap,1
11433,rock,1
11439,rock,1
11385,rap,2
11385,electronic,2
11364,rock,1
11306,,0
11400,rock,2
11400,pop/r&b,2
11676,rock,1
11379,,0
11293,rock,1
11395,rock,1
11668,rock,3
11668,metal,3
11668,electronic,3
11416,rock,1
11415,rock,1
11259,rap,1
11266,rock,2
11266,jazz,2
11401,rock,2
11401,electronic,2
11405,rock,1
11363,rock,2
11363,electronic,2
11394,rock,2
11394,experimental,2
11342,rock,2
11342,experimental,2
11403,rock,1
11408,rock,1
11322,rock,1
11334,rock,1
11369,rock,1
11406,rock,2
11406,electronic,2
11409,rock,2
11409,electronic,2
11281,global,3
11281,pop/r&b,3
11281,folk/country,3
11389,,0
11402,rock,1
11664,,0
11407,rock,2
11407,electronic,2
11351,rock,1
11290,rock,1
11300,electronic,1
11672,rock,2
11672,folk/country,2
11387,rock,2
11387,electronic,2
11390,rock,1
11393,rock,1
11287,rock,2
11287,experimental,2
11660,,0
11381,rock,2
11381,experimental,2
11372,rock,1
11345,electronic,1
11177,rock,2
11177,electronic,2
11337,rock,1
11666,rock,1
11367,rock,2
11367,experimental,2
11303,rock,1
11353,electronic,1
11380,rock,1
11370,rock,2
11370,experimental,2
11275,rock,1
11331,,0
11282,rock,1
11375,rock,1
11335,rock,3
11335,experimental,3
11335,electronic,3
11255,,0
11330,rock,1
11299,,0
11352,rock,2
11352,experimental,2
11366,rock,1
11231,rock,1
11357,metal,1
11283,rock,2
11283,experimental,2
11362,electronic,1
11361,rock,2
11361,experimental,2
11340,rock,1
11321,,0
11286,rap,1
11289,rock,1
11316,rock,3
11316,jazz,3
11316,experimental,3
11329,rock,3
11329,metal,3
11329,electronic,3
11309,,0
11248,rock,1
11350,rock,1
11358,rock,1
11311,rap,2
11311,pop/r&b,2
11310,global,1
11318,electronic,1
11308,rock,1
11325,rock,1
11315,electronic,1
11336,rock,1
11320,rock,1
11324,rock,1
11344,rock,2
11344,electronic,2
11323,rock,2
11323,experimental,2
11307,metal,1
11296,rap,1
11319,rock,2
11319,electronic,2
11326,electronic,1
11278,rock,2
11278,experimental,2
11272,rock,3
11272,experimental,3
11272,electronic,3
11261,rock,1
11328,rock,2
11328,rap,2
11332,,0
11333,rock,1
11292,rock,1
11229,rock,1
11327,rock,1
11291,rock,2
11291,electronic,2
11273,,0
11304,rock,1
11288,rock,1
11662,,0
11317,rock,1
11305,rock,1
11238,rock,2
11238,metal,2
11230,rock,1
11246,rock,2
11246,experimental,2
11268,rock,1
11301,,0
11262,rock,3
11262,experimental,3
11262,electronic,3
11241,rock,1
11302,rock,2
11302,electronic,2
11274,rock,2
11274,electronic,2
11251,metal,1
11253,metal,1
11271,rock,2
11271,electronic,2
11297,rock,3
11297,experimental,3
11297,electronic,3
11298,rock,1
11247,rock,1
11252,jazz,1
11256,rock,1
11236,folk/country,1
11276,rock,1
11295,rock,2
11295,electronic,2
11232,pop/r&b,1
11279,,0
11280,electronic,1
11215,electronic,1
11270,metal,1
11264,rock,3
11264,metal,3
11264,electronic,3
11227,pop/r&b,1
11267,rock,2
11267,electronic,2
11277,rap,1
11225,rock,1
11249,rock,2
11249,experimental,2
11226,,0
11237,,0
11201,rock,1
11239,rock,1
11224,rock,1
11228,rock,1
11269,rock,2
11269,electronic,2
11258,rock,1
11211,rock,1
11221,,0
11217,rock,1
11254,rock,2
11254,rap,2
11263,rock,1
11214,rock,1
11223,,0
11216,pop/r&b,2
11216,folk/country,2
11260,rock,1
11265,rap,1
11197,rock,2
11197,metal,2
11205,,0
11210,rock,1
11219,rock,1
11220,rock,1
11250,rock,2
11250,metal,2
11198,rock,1
11213,metal,1
11240,electronic,1
11244,rock,1
11196,pop/r&b,1
11204,rock,1
11180,,0
11245,electronic,1
11243,rock,2
11243,electronic,2
11199,metal,1
11195,,0
11186,pop/r&b,1
11235,rock,1
11242,rap,1
11207,metal,1
11192,rock,1
11190,,0
11233,rock,1
11234,pop/r&b,2
11234,electronic,2
11134,rap,1
11178,rap,1
11188,pop/r&b,1
11206,rock,1
11218,rock,2
11218,metal,2
11174,rock,1
11173,rock,2
11173,electronic,2
11172,electronic,1
11203,,0
11212,electronic,1
11175,rock,1
11171,rap,1
11170,,0
11187,rock,1
11189,rock,1
11159,global,2
11159,pop/r&b,2
11169,rock,1
11158,pop/r&b,1
11208,rock,1
11209,electronic,1
11157,folk/country,1
11182,rock,1
11164,rock,1
11128,rock,2
11128,electronic,2
11194,,0
11151,jazz,1
11154,rock,1
11168,rock,1
11200,electronic,1
11176,rock,3
11176,jazz,3
11176,electronic,3
11146,,0
11143,rock,2
11143,experimental,2
11162,rock,1
11179,rock,1
11156,metal,1
11193,,0
11139,rock,1
11140,rock,1
11185,rock,1
11184,rock,1
11142,rock,2
11142,electronic,2
11167,electronic,1
11130,,0
11160,rock,1
11191,folk/country,1
11133,,0
11131,rock,1
11138,rock,1
11181,rock,1
11183,rock,1
11124,rock,1
11125,rock,1
11137,rock,1
11163,pop/r&b,1
11155,rock,2
11155,metal,2
11117,rock,1
11119,rock,2
11119,metal,2
11120,folk/country,2
11120,experimental,2
11658,electronic,1
11150,rock,3
11150,experimental,3
11150,electronic,3
11116,electronic,1
11118,,0
11122,rock,1
11161,rap,2
11161,pop/r&b,2
11144,rock,1
11114,rap,2
11114,jazz,2
11098,rock,1
11096,electronic,1
11152,rock,2
11152,electronic,2
11147,rock,3
11147,experimental,3
11147,electronic,3
11087,rap,1
11090,rock,1
11105,,0
11153,rock,1
11656,rock,1
11108,rock,2
11108,experimental,2
11097,rap,1
11072,,0
11141,rock,1
11652,rock,2
11652,metal,2
11145,rock,1
11093,rock,1
11103,rock,1
11132,rock,1
11126,rock,2
11126,metal,2
11123,rock,1
11110,experimental,2
11110,electronic,2
11092,jazz,2
11092,metal,2
11654,,0
11115,rock,1
11089,electronic,1
11084,folk/country,1
11094,rock,1
11129,electronic,1
11101,global,1
11088,rock,2
11088,experimental,2
11083,rock,1
11085,pop/r&b,1
11127,rock,1
11036,rock,1
11074,,0
11082,metal,1
11081,rock,1
11121,rock,2
11121,electronic,2
11109,rap,3
11109,jazz,3
11109,electronic,3
11111,,0
11113,pop/r&b,1
11106,rock,2
11106,electronic,2
11112,rock,1
11086,rock,1
11068,folk/country,1
11076,rock,2
11076,experimental,2
11071,rock,1
11091,rock,2
11091,experimental,2
11107,electronic,1
11062,,0
11077,jazz,2
11077,electronic,2
11050,rock,2
11050,electronic,2
11650,global,3
11650,pop/r&b,3
11650,jazz,3
11104,rock,1
11095,rock,1
11040,rock,2
11040,metal,2
11078,rock,1
11058,rock,1
11059,electronic,1
11102,rock,1
11057,rock,1
11073,electronic,1
11080,rock,1
11067,rock,1
11043,,0
11063,jazz,1
11054,rock,1
11065,rock,2
11065,experimental,2
11079,rock,1
11035,rock,2
11035,experimental,2
11061,,0
11037,rap,1
11056,rock,1
11075,rock,1
11027,,0
11039,rock,2
11039,electronic,2
11038,metal,1
11033,pop/r&b,1
11066,rock,2
11066,experimental,2
11069,rock,1
11642,,0
11025,rock,1
11064,rock,1
11070,rock,2
11070,experimental,2
11026,rap,1
11029,rock,2
11029,experimental,2
11032,pop/r&b,2
11032,experimental,2
11644,rock,1
11046,rock,1
11060,,0
10963,,0
10977,rap,1
11042,rap,1
11638,rock,2
11638,experimental,2
11055,,0
11024,electronic,1
11023,pop/r&b,1
11051,electronic,1
11053,,0
11010,rock,1
11004,,0
10997,jazz,3
10997,pop/r&b,3
10997,electronic,3
11648,rock,2
11648,electronic,2
11034,rock,1
11028,rock,1
11016,rap,2
11016,pop/r&b,2
11011,rock,1
11049,rock,2
11049,experimental,2
11640,experimental,2
11640,electronic,2
11052,rap,1
11018,rock,2
11018,electronic,2
11009,rock,1
11001,experimental,1
11041,,0
11006,,0
10943,rock,1
10992,rap,2
10992,pop/r&b,2
11646,,0
10958,rock,1
10976,rock,1
10996,folk/country,1
10993,rock,2
10993,electronic,2
11021,metal,1
10954,,0
11019,rock,1
10972,rock,3
10972,jazz,3
10972,metal,3
10995,,0
11022,rap,1
11017,rock,1
10962,rap,1
10998,rock,3
10998,metal,3
10998,experimental,3
10991,folk/country,1
11020,rock,1
10957,,0
10971,rap,1
10994,rock,1
10990,,0
10737,,0
10984,rock,2
10984,electronic,2
10974,rap,1
10966,rock,2
10966,experimental,2
10989,rock,1
11008,rock,1
10747,,0
10973,rap,3
10973,pop/r&b,3
10973,metal,3
10967,rock,1
11005,rap,2
11005,pop/r&b,2
11007,experimental,1
10929,rock,1
10951,rock,1
10985,rock,1
10986,rock,2
10986,electronic,2
10988,rock,1
10970,,0
10956,rock,2
10956,metal,2
10941,rock,1
10955,rock,1
11636,,0
10981,rock,1
10983,,0
10889,rap,2
10889,pop/r&b,2
10948,rock,1
10982,,0
10987,electronic,1
10893,rock,1
10919,rock,1
10927,rock,2
10927,pop/r&b,2
10935,,0
10975,rap,1
10940,rock,2
10940,experimental,2
10944,folk/country,1
10882,rock,1
10968,rock,1
10964,,0
10939,rock,1
10930,rock,1
10942,folk/country,1
10969,global,1
10960,rap,1
10832,folk/country,1
10902,electronic,1
10897,rock,3
10897,pop/r&b,3
10897,folk/country,3
10965,rap,1
10870,rock,1
10909,rock,2
10909,electronic,2
10926,rap,1
10911,rock,1
10961,rock,1
10952,pop/r&b,1
10912,rock,2
10912,experimental,2
10907,electronic,1
10917,rock,1
10959,rock,1
10928,rap,1
10920,electronic,1
10767,global,3
10767,jazz,3
10767,pop/r&b,3
10906,rap,2
10906,metal,2
10953,rock,1
10932,rock,2
10932,electronic,2
10903,experimental,1
10915,pop/r&b,1
10916,pop/r&b,3
10916,folk/country,3
10916,electronic,3
11632,rock,3
11632,metal,3
11632,electronic,3
10945,rock,1
10947,rock,2
10947,electronic,2
10884,rock,1
10931,,0
10946,rock,1
10936,rap,1
11634,rock,1
10842,jazz,1
10867,rock,1
10938,rock,1
10924,rock,2
10924,electronic,2
10880,rock,1
10887,,0
10894,rock,1
10937,rock,1
10933,rock,2
10933,rap,2
11626,rock,1
10876,rock,1
10888,folk/country,1
10934,folk/country,1
10923,,0
10886,rock,1
10846,rock,1
10851,rock,2
10851,experimental,2
10905,global,1
10918,experimental,1
10921,,0
10872,rock,1
10855,rap,1
10925,electronic,1
10910,rock,2
10910,electronic,2
10854,rock,1
10829,rock,3
10829,experimental,3
10829,electronic,3
10868,rock,2
10868,electronic,2
10875,rap,1
10922,rock,2
10922,electronic,2
10852,,0
10862,rock,1
10853,rock,1
10904,rock,2
10904,electronic,2
10898,rock,1
10837,rap,3
10837,pop/r&b,3
10837,metal,3
10860,folk/country,1
10845,,0
10901,jazz,1
10908,rap,1
10899,rock,1
10820,rock,2
10820,pop/r&b,2
10847,rock,1
11913,,0
10895,folk/country,1
10900,pop/r&b,1
10838,electronic,1
10823,rap,2
10823,jazz,2
10881,rock,1
10877,experimental,2
10877,electronic,2
10833,rock,1
10831,rock,1
10826,rock,2
10826,experimental,2
10896,rap,1
10890,rock,1
10812,electronic,1
10778,rock,1
10839,rap,1
11628,folk/country,1
10885,rap,1
10883,rap,1
10779,rock,1
10821,rock,2
10821,metal,2
10879,rap,1
10856,rock,2
10856,electronic,2
10878,rock,1
10814,rock,1
10822,,0
11630,rock,1
10793,rock,1
10806,rock,2
10806,electronic,2
10813,,0
10808,global,1
10871,rock,1
10850,rock,1
10809,rock,1
10804,electronic,1
10811,rock,2
10811,electronic,2
10869,,0
10861,rock,1
10803,rock,2
10803,experimental,2
10796,,0
10807,rock,2
10807,electronic,2
10770,rock,1
10859,,0
10797,,0
10774,rock,1
10787,electronic,1
10754,electronic,1
11912,rock,2
11912,jazz,2
10848,pop/r&b,1
10789,pop/r&b,1
10798,rock,2
10798,electronic,2
10849,rock,1
10843,rock,2
10843,electronic,2
10600,rock,1
10758,rock,1
10644,folk/country,1
10844,rock,2
10844,experimental,2
10841,,0
10828,rock,1
10800,rock,1
10824,rock,2
10824,experimental,2
11624,rock,1
10840,rock,2
10840,experimental,2
10784,rock,1
10780,rock,1
10786,rock,1
10825,rock,2
10825,experimental,2
10830,electronic,1
10791,rap,1
10795,rock,2
10795,electronic,2
10781,rock,1
10805,rock,2
10805,electronic,2
10827,rock,1
10773,rock,3
10773,experimental,3
10773,electronic,3
10755,rock,1
10769,,0
10816,rock,2
10816,electronic,2
10742,rock,1
10771,rock,1
10760,,0
10772,rock,1
11622,electronic,1
10817,,0
10716,global,2
10716,electronic,2
10740,,0
10748,rock,2
10748,experimental,2
10799,rock,2
10799,experimental,2
10815,rock,1
10810,,0
10761,rock,2
10761,electronic,2
10745,rock,1
10668,electronic,1
10790,,0
10746,rock,2
10746,experimental,2
10725,jazz,2
10725,experimental,2
10744,rock,2
10744,rap,2
10794,pop/r&b,1
10607,rock,1
10751,rock,2
10751,electronic,2
10693,rock,2
10693,metal,2
10722,rap,2
10722,pop/r&b,2
10792,rock,1
10782,pop/r&b,2
10782,electronic,2
10713,pop/r&b,2
10713,electronic,2
10741,folk/country,1
10730,rap,1
10783,rock,1
10788,rock,1
10736,rock,1
10634,jazz,1
10724,rock,1
10785,rock,1
10762,rock,1
10738,rock,1
10723,pop/r&b,1
10715,rock,1
10765,rock,2
10765,electronic,2
10777,jazz,1
10720,rock,2
10720,electronic,2
10732,rock,1
10710,rock,1
10763,rock,2
10763,electronic,2
10766,rock,2
10766,metal,2
10753,rock,1
10752,rock,1
10731,rock,1
11910,rock,2
11910,electronic,2
10756,rock,1
10768,rock,1
10617,jazz,1
10718,rock,2
10718,experimental,2
10759,rock,1
10764,rock,2
10764,experimental,2
10664,jazz,2
10664,experimental,2
10672,pop/r&b,1
10727,rock,2
10727,electronic,2
10757,rock,1
11911,rock,1
10719,jazz,3
10719,folk/country,3
10719,pop/r&b,3
10674,rock,1
10726,rock,1
10743,rock,2
10743,electronic,2
10739,electronic,1
10677,rock,1
10721,rock,1
10651,folk/country,1
10729,rock,1
10709,rock,1
10700,rock,2
10700,experimental,2
10673,jazz,1
10684,rock,1
10728,rock,1
10733,rock,1
10707,rock,2
10707,electronic,2
10661,rock,1
10702,rock,1
10734,rock,1
10735,rock,1
10714,rock,2
10714,electronic,2
10706,rock,1
10692,pop/r&b,1
10711,rock,2
10711,experimental,2
10712,rock,1
10701,rock,1
10662,rock,1
10669,rock,1
10717,rock,1
10705,rock,2
10705,experimental,2
10679,rock,1
10690,rock,1
10631,rock,1
10698,rock,1
10708,rock,1
10696,rock,2
10696,metal,2
10655,rock,2
10655,electronic,2
10680,rock,1
10694,rock,1
10688,electronic,1
10699,experimental,1
10695,rock,1
10660,rock,1
10691,folk/country,1
10703,rock,1
10670,rock,1
10624,rock,2
10624,electronic,2
10683,rock,1
10697,rock,1
10704,rock,2
10704,electronic,2
10666,rock,1
10663,rock,2
10663,folk/country,2
10640,rock,1
10687,folk/country,1
10653,,0
10647,rock,1
10642,rock,1
10659,rock,2
10659,metal,2
10671,rock,2
10671,experimental,2
10689,rock,3
10689,metal,3
10689,experimental,3
10646,metal,1
10639,rock,2
10639,electronic,2
10587,,0
10681,rock,2
10681,experimental,2
10682,rock,1
11909,electronic,1
10652,rock,2
10652,experimental,2
10641,rock,1
10678,rock,1
10643,rock,1
10657,folk/country,1
10614,rap,1
10638,,0
10676,rock,2
10676,experimental,2
10675,electronic,1
10623,electronic,1
10629,rock,1
10627,rock,3
10627,rap,3
10627,pop/r&b,3
10645,rock,2
10645,experimental,2
10667,rock,2
10667,experimental,2
10615,rock,1
10612,electronic,1
10621,rap,1
10599,,0
10665,rock,2
10665,electronic,2
10611,global,2
10611,pop/r&b,2
10609,,0
10625,rock,1
10649,rock,1
10656,rock,1
10632,rock,1
10604,rock,1
10610,rock,1
10622,rock,1
10658,rap,1
10654,rap,2
10654,pop/r&b,2
10597,experimental,1
10605,rock,1
10650,rock,2
10650,experimental,2
10648,rock,1
10569,,0
10635,rap,1
10637,rock,2
10637,electronic,2
10577,rock,1
10636,,0
10584,folk/country,1
10593,global,2
10593,pop/r&b,2
10586,rock,1
10626,rock,1
10633,metal,1
10608,rock,2
10608,global,2
10582,pop/r&b,1
10573,rock,1
10620,rock,1
10630,rock,1
10581,folk/country,1
10589,rock,1
10580,pop/r&b,1
10616,rock,1
10628,rock,1
10606,rap,2
10606,pop/r&b,2
10596,rock,1
10585,rock,2
10585,electronic,2
10595,rock,1
10594,,0
10613,electronic,1
10578,rock,1
10574,rock,3
10574,experimental,3
10574,electronic,3
10592,,0
10601,electronic,1
11907,rock,1
10572,rock,1
10568,rock,1
11908,,0
10598,rap,1
10562,rock,2
10562,electronic,2
10567,rock,1
10566,rock,1
10583,rap,1
10590,pop/r&b,1
10553,rock,1
10560,rap,1
10565,rock,1
10588,rock,2
10588,experimental,2
10591,rock,2
10591,experimental,2
10563,rock,1
10549,,0
10552,global,2
10552,pop/r&b,2
10561,rock,1
10570,rock,1
10551,rock,1
10546,electronic,1
10550,rock,1
10559,rock,1
10579,rock,1
10545,experimental,1
10547,rock,2
10547,electronic,2
10538,rock,1
10534,,0
10571,,0
10555,rock,1
10542,rock,1
10554,rock,1
10564,global,2
10564,pop/r&b,2
10556,rock,1
10536,rock,1
10540,metal,1
10529,rock,2
10529,electronic,2
10557,rock,1
10558,rock,1
10543,rock,2
10543,electronic,2
10528,rock,1
10539,rock,2
10539,metal,2
10541,rap,1
10548,rock,2
10548,metal,2
10504,rock,1
10523,folk/country,1
10524,pop/r&b,2
10524,electronic,2
10544,,0
10532,metal,2
10532,experimental,2
10505,,0
10519,rock,1
10522,rap,2
10522,pop/r&b,2
10535,rock,1
10537,electronic,1
10506,,0
10507,electronic,1
10513,rock,1
10533,,0
10530,,0
10502,experimental,1
10510,pop/r&b,1
10503,rock,1
10518,rock,2
10518,electronic,2
11906,rock,3
11906,experimental,3
11906,electronic,3
10531,,0
10490,,0
10508,rock,1
10527,rock,2
10527,experimental,2
10517,pop/r&b,1
10464,folk/country,1
10526,pop/r&b,2
10526,electronic,2
10496,folk/country,1
10525,,0
10514,rock,1
10512,rock,2
10512,experimental,2
10498,,0
10501,global,2
10501,pop/r&b,2
10516,rock,1
10488,global,1
10497,rock,1
10493,rock,1
10500,pop/r&b,1
10511,rock,1
10515,electronic,1
10480,rock,2
10480,experimental,2
10499,rock,1
10492,,0
10509,rock,1
10469,rock,1
10475,,0
10487,electronic,1
10489,metal,1
10495,experimental,1
10436,,0
10482,rock,2
10482,electronic,2
10474,rock,3
10474,experimental,3
10474,electronic,3
10491,rock,2
10491,experimental,2
10494,,0
10455,experimental,1
10468,rock,1
10481,rock,2
10481,experimental,2
10472,rock,1
10473,rock,1
10486,rock,1
10479,rock,1
10478,electronic,1
10485,electronic,1
10477,rock,1
10484,rock,1
10466,,0
10467,rock,2
10467,metal,2
10470,pop/r&b,2
10470,electronic,2
10483,rap,1
10449,rock,1
10456,rap,2
10456,pop/r&b,2
10460,,0
10461,rock,1
10457,rock,1
10476,rock,1
10395,rock,1
10451,rock,2
10451,electronic,2
10462,,0
10465,rap,1
10471,rock,2
10471,electronic,2
10458,pop/r&b,1
10444,,0
10435,rock,1
10452,rock,1
10463,jazz,2
10463,electronic,2
10454,rock,1
10432,rock,1
10446,,0
10453,rock,1
10459,rock,1
10431,rock,2
10431,electronic,2
10447,rock,2
10447,experimental,2
10445,rock,1
10450,rock,2
10450,pop/r&b,2
10441,rock,1
10427,,0
10442,,0
10443,rock,1
10382,rock,1
10448,rock,2
10448,experimental,2
10420,electronic,1
10433,rock,2
10433,experimental,2
10434,jazz,2
10434,electronic,2
10426,folk/country,1
10439,experimental,2
10439,electronic,2
10438,rock,1
10423,,0
10425,rock,2
10425,metal,2
10440,rock,1
10352,rock,2
10352,electronic,2
10419,,0
10424,experimental,1
10421,global,2
10421,electronic,2
10437,rock,1
10415,rock,1
10429,electronic,1
10418,pop/r&b,1
10430,folk/country,1
10422,rock,1
10428,,0
10411,electronic,1
10410,rock,2
10410,electronic,2
10412,rap,1
10391,folk/country,1
10393,rock,2
10393,experimental,2
11905,rock,1
10399,rock,1
10408,rock,1
10406,rock,2
10406,electronic,2
10390,rock,1
10398,rock,1
10416,rock,1
10414,,0
10413,rock,1
10394,rock,1
10396,rock,2
10396,metal,2
10400,pop/r&b,1
10407,rap,2
10407,electronic,2
10409,rock,1
10405,rock,1
10388,rock,2
10388,experimental,2
10389,rock,1
10392,electronic,1
10401,,0
10274,rock,1
10384,rock,2
10384,pop/r&b,2
10008,rock,2
10008,electronic,2
10372,rock,1
10397,rap,1
10386,rock,1
10380,rock,1
10371,rock,1
10387,,0
10385,rock,1
10378,rock,2
10378,electronic,2
10383,folk/country,1
10381,rock,3
10381,jazz,3
10381,electronic,3
10379,rock,1
10369,electronic,1
10287,folk/country,1
10365,rock,1
10377,rock,2
10377,electronic,2
10361,rock,2
10361,metal,2
10375,rock,2
10375,electronic,2
10353,rock,1
10367,rock,1
10366,electronic,1
10364,,0
10376,rock,1
10370,rock,1
10332,rock,2
10332,electronic,2
10362,rock,2
10362,experimental,2
10359,rap,2
10359,pop/r&b,2
11904,rock,1
10322,metal,1
10368,rock,1
10342,,0
10355,rock,2
10355,electronic,2
10374,rock,2
10374,rap,2
10356,rock,3
10356,pop/r&b,3
10356,folk/country,3
10360,rock,1
10354,rock,1
10340,rock,1
10363,rock,1
10373,rap,1
10338,electronic,1
10335,jazz,1
10341,rock,3
10341,experimental,3
10341,electronic,3
10351,,0
10346,rap,1
10357,rock,1
10343,rock,1
10358,electronic,1
10345,rock,2
10345,electronic,2
10334,electronic,1
10329,rock,3
10329,metal,3
10329,experimental,3
10325,,0
10350,rock,1
10336,rock,2
10336,electronic,2
10333,rap,1
10316,metal,1
10339,rock,2
10339,experimental,2
10328,jazz,1
10337,rock,1
10349,rock,2
10349,electronic,2
10315,,0
10324,rock,2
10324,electronic,2
10331,rock,1
10344,rock,1
10273,electronic,1
10312,rap,1
10307,,0
10323,,0
10309,rap,1
10320,pop/r&b,1
10302,rock,1
10301,,0
10319,rock,1
10292,rock,1
10318,,0
10306,electronic,1
