reviewid,genre,count_of_genre
21032,rock,1
21052,metal,1
21039,rock,1
21083,rock,1
21186,metal,1
20979,rock,1
21113,rap,1
21086,rock,1
21085,electronic,1
21114,experimental,1
21051,electronic,1
21185,rock,1
21137,rock,1
21038,rap,1
21138,rock,1
21095,electronic,1
21080,rap,1
20432,pop/r&b,1
20966,rock,1
21105,jazz,1
20965,rock,1
21020,electronic,1
21060,pop/r&b,1
21115,rock,1
21028,rock,1
21082,electronic,1
21078,electronic,1
21042,rock,1
21044,electronic,1
21029,rock,1
21079,rock,1
21050,electronic,1
21145,rap,1
21140,rock,1
21122,,0
21019,rock,1
21048,pop/r&b,1
21022,metal,1
21166,rap,1
21066,rock,1
21094,rap,1
20975,rock,1
21043,rap,1
21107,rap,1
21077,experimental,1
20914,rock,1
21065,rock,1
21035,rock,1
20950,electronic,1
20995,rock,1
21068,electronic,1
20854,experimental,1
21104,pop/r&b,1
20893,rap,1
21037,rock,1
21129,electronic,1
21049,pop/r&b,1
21034,electronic,1
21101,rock,1
21030,,0
20998,rap,1
21076,rap,1
21099,rap,1
21075,rap,1
21009,,0
21059,electronic,1
21069,pop/r&b,2
21069,electronic,2
21102,rap,1
20978,pop/r&b,1
21014,experimental,1
20892,rock,1
21073,rock,1
20840,rock,1
21036,rock,1
20949,rock,1
21072,pop/r&b,1
21031,electronic,1
21033,pop/r&b,1
21064,rock,1
20987,experimental,1
21084,electronic,1
20954,rap,1
20825,electronic,1
20960,,0
21074,pop/r&b,1
21046,folk/country,1
20994,rock,1
21047,rock,1
20890,rap,1
21015,electronic,1
21024,rock,1
21027,jazz,1
21016,rap,1
21067,electronic,1
21002,experimental,1
21008,rock,1
21007,experimental,1
20913,rock,1
21058,rock,1
21006,rock,1
20880,electronic,1
21011,rock,1
20982,rock,1
20878,electronic,1
20912,rock,1
20977,pop/r&b,1
20930,folk/country,1
21025,rap,1
20989,pop/r&b,1
20964,rock,1
20829,rock,1
21063,rock,1
21026,rock,2
21026,pop/r&b,2
21001,metal,1
21012,pop/r&b,1
20837,rock,1
21005,electronic,1
21003,rock,1
20962,rock,1
21004,rock,1
20957,rock,1
20974,rock,1
20976,pop/r&b,1
20946,rock,1
20993,rock,1
20953,electronic,1
20924,rap,1
20881,rock,1
20891,rock,1
20986,rock,1
20992,rock,1
20931,experimental,1
21023,pop/r&b,1
20991,electronic,1
20973,rock,1
20932,rap,1
20944,rock,1
20706,rock,1
21000,rap,1
20961,rock,1
20877,rock,1
20874,electronic,1
20999,pop/r&b,1
20971,rock,1
20968,electronic,1
20834,metal,1
20951,pop/r&b,1
20943,pop/r&b,1
20981,rock,1
20972,rock,1
20938,,0
20875,electronic,1
20970,rock,1
20876,rock,1
20967,pop/r&b,1
20959,experimental,1
20833,metal,1
20922,rap,1
20899,,0
20759,rock,1
20790,metal,1
20969,rock,1
20939,rock,1
20940,rock,1
20920,folk/country,1
20945,electronic,1
20803,experimental,1
20985,pop/r&b,2
20985,electronic,2
20926,rap,1
20897,rock,1
20865,folk/country,1
20988,rock,1
20691,rock,1
20746,rock,1
20844,rap,1
20889,rock,1
20909,experimental,1
20898,pop/r&b,1
20941,rap,1
20869,rock,1
20937,rock,1
20873,electronic,1
20872,electronic,1
20870,electronic,1
20915,rap,1
20917,rock,1
20887,rap,1
20925,rap,1
20905,rap,2
20905,pop/r&b,2
20933,rock,1
20923,rock,1
20705,folk/country,1
20747,rock,1
20871,experimental,1
20927,rock,1
20918,rock,1
20686,electronic,1
20935,rap,1
20896,rap,1
20908,folk/country,1
20894,rock,1
20936,electronic,1
20955,rap,1
20767,pop/r&b,1
20895,electronic,1
20907,metal,1
20883,rock,1
20866,rock,1
20839,experimental,1
20906,rock,1
20852,electronic,1
20919,rap,1
20902,pop/r&b,1
20904,metal,1
20867,rock,1
20886,rock,1
20868,electronic,1
20901,rap,1
20819,rock,1
20884,rap,1
20740,rock,1
20853,rock,1
20862,rock,1
20781,rock,1
20863,rock,1
20882,rap,1
20788,metal,1
20861,rock,1
20830,global,1
20864,rock,1
20842,rock,1
20793,experimental,1
20843,rap,1
20701,rock,1
20777,,0
20804,rock,1
20716,folk/country,1
20835,rock,1
20807,rap,1
20848,pop/r&b,1
20849,electronic,1
20860,electronic,1
20847,rock,1
20900,experimental,1
20802,experimental,1
20814,experimental,1
20836,rock,1
20668,rock,1
20797,electronic,1
20855,pop/r&b,1
20850,rock,1
20820,rock,1
20702,rock,1
20846,rap,1
20714,metal,1
20827,rap,1
20832,electronic,1
20816,jazz,1
20824,electronic,1
20765,pop/r&b,1
20738,electronic,1
20821,folk/country,1
20838,rock,1
20817,rap,1
20757,electronic,1
20811,experimental,1
20822,rock,1
20810,rap,1
20724,metal,1
20805,rock,1
20801,rock,1
20806,rock,1
20812,rock,1
20766,rock,1
20813,rock,1
20794,rock,1
20792,rock,1
20799,rock,1
20818,rock,1
20800,experimental,1
20798,rock,1
20809,pop/r&b,1
20749,electronic,1
20831,electronic,1
20776,electronic,1
20756,electronic,1
20745,rap,1
20721,electronic,1
20667,rock,1
20697,folk/country,1
20826,experimental,1
20775,rock,1
20648,rock,1
20774,rap,1
20718,rock,1
20795,rap,1
20808,electronic,1
20578,rock,1
20786,rock,1
20787,jazz,1
20772,rap,1
20736,rock,1
20743,electronic,1
20770,rock,1
20653,rock,1
20712,rock,1
20754,jazz,1
20753,,0
20796,rap,1
20783,pop/r&b,1
20761,rock,1
20735,rock,1
20791,electronic,1
20779,electronic,1
20762,rap,1
20751,rap,1
20707,rock,1
20722,rap,1
20782,electronic,1
20731,rock,1
20773,rock,1
20755,electronic,1
20729,electronic,1
20778,rap,1
20752,electronic,1
20742,rock,1
20710,rock,1
20728,pop/r&b,1
20769,electronic,1
20734,pop/r&b,1
20780,rap,1
20692,rock,1
20643,rock,1
20709,electronic,1
20680,rock,1
20768,rap,1
20750,rap,1
20719,rap,1
20647,rock,1
20733,rap,1
20723,experimental,1
20608,metal,1
20760,electronic,1
20690,rap,1
20741,electronic,1
20443,rock,3
20443,pop/r&b,3
20443,electronic,3
20689,rock,1
20726,rock,1
20484,rock,1
20574,rap,1
20660,rock,1
20652,jazz,2
20652,experimental,2
20725,pop/r&b,1
20679,folk/country,1
20682,folk/country,1
20688,rock,1
20715,rock,1
20511,rock,1
20687,rap,1
20717,pop/r&b,1
20711,rock,1
20662,global,1
20720,rock,1
20748,experimental,1
20646,electronic,1
20678,pop/r&b,1
20685,electronic,1
20483,rock,1
20671,experimental,1
20666,rock,1
20695,electronic,1
20632,folk/country,1
20703,pop/r&b,1
20694,electronic,1
20699,metal,1
20573,jazz,1
20698,experimental,1
20607,metal,1
20696,,0
20623,rock,1
20676,electronic,1
20730,pop/r&b,1
20677,electronic,1
20651,metal,1
20673,rock,1
20601,metal,1
20700,pop/r&b,1
20675,electronic,1
20552,metal,1
20645,rock,1
20644,pop/r&b,1
20642,electronic,1
20665,rock,1
20650,electronic,1
20670,rap,1
20625,electronic,1
20641,pop/r&b,1
20576,rock,1
20683,rock,1
20674,electronic,1
20577,rock,1
20672,experimental,1
20693,folk/country,1
20606,rock,1
20599,rock,1
20669,pop/r&b,1
20291,,0
20638,experimental,1
20520,rock,1
20631,rock,1
20655,,0
20654,rock,1
20568,experimental,1
20639,rock,1
20640,electronic,1
20600,electronic,1
20637,pop/r&b,1
20664,rap,2
20664,pop/r&b,2
20465,rock,1
20598,metal,1
20657,rock,1
20636,electronic,1
20663,rock,1
20658,rock,1
20619,metal,1
20635,pop/r&b,1
20565,folk/country,1
20519,global,2
20519,pop/r&b,2
20659,rap,1
20407,rock,1
20634,electronic,1
20656,pop/r&b,1
20605,pop/r&b,1
20597,folk/country,1
20538,global,2
20538,electronic,2
20564,rap,1
20549,electronic,1
20458,electronic,1
20412,rock,1
20551,rock,1
20563,experimental,1
20547,metal,1
20661,rap,1
20545,,0
20613,rock,1
20550,electronic,1
20630,electronic,1
20624,rock,1
20633,rap,1
20572,rock,1
20614,electronic,1
20611,rock,1
20515,,0
20553,electronic,1
20610,rock,1
20622,rap,1
20612,rock,1
20590,rock,1
20561,rap,1
20596,rock,1
20621,rap,1
20581,metal,1
20620,pop/r&b,1
20571,electronic,1
20589,electronic,1
20602,electronic,1
20580,electronic,1
20457,experimental,1
20441,rock,1
20442,rock,1
20626,electronic,1
20604,rock,1
20506,electronic,1
20570,electronic,1
20609,rock,1
20569,rock,1
20562,rock,1
20339,rock,1
20533,rock,1
20505,jazz,1
20433,folk/country,1
20548,experimental,1
20585,pop/r&b,1
20464,rock,1
20305,folk/country,1
20486,experimental,1
20615,pop/r&b,1
20488,experimental,1
20603,metal,1
20544,,0
20546,experimental,1
20595,rock,1
20463,experimental,1
20415,electronic,1
20499,rap,1
20440,electronic,1
20540,folk/country,1
20435,rap,1
20518,pop/r&b,1
20459,electronic,1
20510,rap,1
20423,rock,1
20462,electronic,1
20579,electronic,1
20524,pop/r&b,1
20485,rock,1
20414,rock,1
20481,folk/country,1
20586,rock,1
20434,rock,1
20477,rock,1
20560,folk/country,1
20557,jazz,1
20584,rock,1
20555,pop/r&b,1
20461,rock,1
20526,experimental,1
20448,rock,1
20290,rock,1
20421,rock,1
20439,rock,1
20508,electronic,1
20554,rock,1
20517,rock,1
20543,pop/r&b,1
20559,electronic,1
20446,,0
20349,rock,1
20330,folk/country,1
20556,rap,1
20509,pop/r&b,1
20512,,0
20542,,0
20398,rock,1
20502,rap,1
20444,electronic,1
20445,rock,1
20288,rock,1
20476,experimental,1
20397,rap,1
20504,rock,1
20452,rock,1
20396,rock,1
20503,electronic,1
20352,metal,1
20536,rap,1
20537,experimental,1
20410,electronic,1
20395,rock,1
20507,rock,1
20521,pop/r&b,1
20469,rock,1
20539,rock,1
20346,pop/r&b,1
20497,electronic,1
20531,rap,1
20527,pop/r&b,1
20495,rock,1
20289,experimental,1
20475,folk/country,1
20431,electronic,1
20494,rap,1
20529,rap,1
20408,rock,1
20456,rap,1
20514,metal,1
20498,pop/r&b,1
20420,rock,1
20530,rock,1
20523,electronic,1
20528,rap,1
20496,metal,1
20454,pop/r&b,1
20535,,0
20353,rock,1
20500,metal,1
20522,pop/r&b,1
20362,rock,1
20472,rock,1
20513,electronic,1
20329,metal,1
20480,metal,1
20351,rock,1
20487,electronic,1
20143,rock,1
20394,rock,1
20482,jazz,1
20493,rap,1
20382,rap,1
20368,rock,1
20460,,0
20403,rock,1
20419,experimental,1
20384,rock,1
20417,folk/country,1
20418,electronic,1
20467,rock,1
20428,rock,1
20430,experimental,1
20297,electronic,1
20453,rock,1
20478,electronic,1
20380,rap,2
20380,pop/r&b,2
20429,electronic,1
20468,rock,1
20392,rock,1
20401,rock,1
20473,rap,1
20474,rock,1
20402,rock,1
20406,rap,1
20393,rock,1
20203,folk/country,1
20466,rap,1
20471,experimental,1
20348,,0
20286,electronic,1
20391,rap,1
20357,rock,1
20367,rock,1
20363,rock,1
20345,rock,1
20437,rock,1
20470,rap,1
20354,rock,1
20416,rock,1
20387,,0
20385,electronic,1
20409,experimental,1
20400,electronic,1
20132,rock,1
20447,electronic,1
20381,rock,1
20309,,0
20285,rock,1
20331,electronic,1
20436,rock,1
20213,rock,1
20411,rock,1
20373,rap,1
20212,rock,1
20347,rock,1
20450,electronic,1
20343,rock,1
20425,rap,1
20438,rap,1
20372,rock,1
20334,rock,1
20426,pop/r&b,1
20304,electronic,1
20371,rock,1
20427,experimental,1
20451,rap,2
20451,experimental,2
20244,electronic,1
20405,electronic,1
20389,rock,1
20386,,0
20218,folk/country,1
20360,electronic,1
20215,folk/country,1
20364,rock,1
20379,electronic,1
20424,rap,1
20377,rock,1
20355,rap,1
20399,electronic,1
20375,rock,1
20313,metal,1
20296,electronic,1
20383,metal,1
20369,rock,1
20376,pop/r&b,1
20404,rap,1
20295,electronic,1
20413,rap,1
20310,rock,1
20287,rock,1
20422,rap,1
20378,rock,1
20243,rock,1
20211,folk/country,1
20284,rock,1
20268,rock,1
20076,rock,1
20252,rock,1
20358,rock,1
20374,rock,1
20321,rock,1
20388,pop/r&b,1
20322,rock,1
20365,pop/r&b,1
20361,rock,1
20390,rap,1
20370,rock,1
20323,electronic,1
20338,rock,1
20356,rap,1
20174,rock,1
20337,rap,1
20340,rock,1
20366,rock,1
20325,experimental,1
20335,rock,1
20324,global,2
20324,electronic,2
20342,pop/r&b,1
20298,pop/r&b,1
20336,rock,1
20153,rock,1
20242,electronic,1
20318,rap,1
20261,experimental,1
20269,metal,1
20293,pop/r&b,1
20319,electronic,1
20301,rap,1
20204,rock,1
20315,metal,1
20299,,0
20266,,0
20312,experimental,1
20273,metal,1
20333,rap,1
20307,rap,1
20177,electronic,1
20239,electronic,1
20311,folk/country,1
20320,rock,1
20327,rap,1
20241,rock,1
20332,electronic,1
20202,rock,1
20267,metal,1
20259,rock,1
20278,experimental,1
20178,rock,1
20303,metal,1
20317,rap,1
20240,rock,1
20185,rock,1
20292,,0
20234,rock,1
20302,folk/country,1
20326,,0
20308,rock,1
20272,metal,1
20294,electronic,1
20277,electronic,1
20314,rock,1
20201,rock,1
20316,rock,1
20034,electronic,1
20105,rock,1
20276,electronic,1
20098,metal,1
20262,rock,1
20257,rock,1
20265,experimental,1
20306,electronic,1
20179,rock,1
20200,folk/country,1
20264,rock,1
20209,rock,1
20281,rap,1
20238,rock,1
20283,electronic,1
20248,,0
20260,,0
20280,electronic,1
20300,rap,1
20233,rock,1
20256,metal,1
20217,rock,1
20220,rap,1
20198,folk/country,1
20227,rock,1
20149,rock,1
20282,rock,1
19834,rock,1
20199,folk/country,1
20236,rock,1
20237,rock,1
20235,rock,1
20279,electronic,1
20046,metal,1
20197,rock,1
20270,global,1
20128,electronic,1
20232,rock,1
20180,rock,1
20275,rock,1
20183,electronic,1
20249,folk/country,1
20097,rock,1
20188,,0
20255,rock,1
20206,electronic,1
20230,rock,1
20251,rock,1
20161,rock,1
20229,electronic,1
20231,experimental,1
20263,rock,1
20271,rap,1
20155,rock,1
20254,electronic,1
20169,rock,1
20258,rock,1
20196,rap,2
20196,jazz,2
20095,rock,1
20195,electronic,1
20158,rock,1
20226,electronic,1
20189,electronic,1
20075,electronic,1
20096,rock,1
20123,rock,1
20224,pop/r&b,1
20122,rock,1
20182,rock,1
20208,rock,1
20250,rock,1
20225,metal,1
20173,rock,1
20214,rock,1
20210,experimental,1
20253,pop/r&b,1
20219,rock,1
20074,experimental,1
20228,rap,1
20147,rock,1
20151,electronic,1
20223,rap,1
20131,rock,1
20073,experimental,1
20108,rock,1
20184,electronic,1
20172,rock,1
20245,experimental,1
20145,global,2
20145,experimental,2
20094,metal,1
20187,rock,1
20142,rock,1
20091,experimental,1
20025,jazz,1
20191,rock,1
20205,,0
20101,rock,1
20221,rock,1
20192,pop/r&b,1
20134,electronic,1
20144,rock,1
20193,rock,1
20190,rock,1
20146,rap,1
20106,rock,1
20168,rock,1
20194,rock,1
20092,folk/country,1
20068,rock,1
20093,folk/country,1
20129,rock,1
20141,rock,1
20186,rap,1
20175,pop/r&b,1
20061,rock,1
20167,rock,1
20207,rap,1
20166,rap,1
20160,rock,1
20171,,0
20126,metal,1
20090,jazz,1
20130,folk/country,1
20140,rock,1
20159,electronic,1
20116,metal,1
20071,electronic,1
20156,electronic,1
20070,rap,1
19970,metal,1
20089,rock,1
20118,global,2
20118,experimental,2
20088,rock,1
20176,rap,1
20049,folk/country,1
20072,electronic,1
20120,rock,1
20181,pop/r&b,2
20181,electronic,2
20170,pop/r&b,1
20069,pop/r&b,1
20067,electronic,1
20157,rock,1
20086,rock,1
20133,rap,1
19958,pop/r&b,1
20139,rock,1
20154,rap,1
20135,rock,1
20121,pop/r&b,1
20136,rock,1
20082,,0
20138,rock,1
20148,rock,1
20100,rock,1
20119,rock,1
20152,electronic,1
20150,rap,1
20083,rock,1
20060,rock,1
20085,rock,1
20065,rock,1
20084,experimental,1
20113,rap,1
20104,pop/r&b,1
20125,rap,1
20117,pop/r&b,1
20127,,0
20080,rock,1
20114,electronic,1
20115,folk/country,1
20109,rap,1
19948,rock,1
20103,electronic,1
20107,electronic,1
20064,electronic,1
20124,rap,1
20112,rock,1
20102,rap,2
20102,experimental,2
20059,rap,1
20063,electronic,1
20081,electronic,1
20111,,0
20079,electronic,1
20042,,0
20087,rap,1
20039,electronic,1
20047,rock,1
20078,pop/r&b,1
20058,rap,1
20066,pop/r&b,1
20057,electronic,1
19889,,0
20056,global,1
20038,electronic,1
20054,rap,1
20053,electronic,1
20048,rap,1
20062,rap,1
19956,rock,1
20052,rap,1
20051,rock,1
20045,rap,1
20023,rock,1
20014,electronic,1
20050,pop/r&b,1
19976,,0
19908,folk/country,2
19908,metal,2
20001,,0
19994,,0
20030,rock,1
20031,rock,1
20037,experimental,1
20040,,0
19744,,0
20032,experimental,1
20024,,0
19951,metal,1
20019,,0
19839,,0
20044,electronic,1
20028,electronic,1
19973,pop/r&b,2
19973,electronic,2
19987,,0
20041,,0
20043,rap,1
19984,global,4
19984,jazz,4
19984,experimental,4
19984,electronic,4
20029,rap,2
20029,pop/r&b,2
20022,folk/country,2
20022,metal,2
19972,metal,2
19972,experimental,2
20017,rock,1
20033,rock,1
19988,rock,2
19988,electronic,2
19995,rock,1
20000,,0
19805,,0
20016,rock,1
20035,electronic,1
19876,,0
19877,,0
20036,,0
20018,electronic,1
19985,,0
19953,global,1
20026,electronic,1
19997,rap,1
20011,,0
19986,,0
19947,,0
19993,,0
20015,rock,1
20027,rap,1
19983,electronic,1
19921,rock,1
19841,,0
20021,electronic,1
19907,rock,1
19935,rock,1
19920,rock,2
19920,experimental,2
19941,rap,1
20020,rock,1
20004,rock,1
19949,rock,1
19966,,0
19982,rock,1
19955,rock,1
19981,rock,2
19981,electronic,2
19989,,0
19919,folk/country,1
19979,rock,1
19936,rock,1
19909,,0
20007,rock,1
20009,rock,1
19992,,0
20013,rock,1
20012,,0
19996,rock,2
19996,electronic,2
19943,,0
19711,,0
19999,pop/r&b,2
19999,electronic,2
19717,rock,1
20002,rap,1
19980,,0
19990,rock,1
20006,rock,1
20008,,0
19866,,0
19741,,0
19978,electronic,1
20005,,0
19923,rock,2
19923,experimental,2
19867,folk/country,2
19867,electronic,2
19977,electronic,1
19912,electronic,1
19998,rap,1
19954,rock,1
19857,,0
19812,pop/r&b,1
19918,,0
19864,rock,1
19922,electronic,1
19971,,0
19865,,0
19991,,0
19905,electronic,1
19917,rock,2
19917,experimental,2
19963,electronic,1
19883,pop/r&b,1
19882,,0
19932,rock,1
19885,rock,1
19960,,0
19773,rock,1
19796,,0
19884,rock,1
19952,electronic,1
19965,rock,1
19934,rock,1
19904,,0
19969,rock,1
19962,electronic,1
19899,rock,1
19802,electronic,1
19928,,0
19836,experimental,1
19863,rock,2
19863,experimental,2
19931,rock,1
19916,pop/r&b,2
19916,electronic,2
19835,rock,3
19835,experimental,3
19835,electronic,3
19968,rap,1
19688,rock,1
19967,rap,1
19959,rock,1
19740,metal,1
19820,rock,2
19820,electronic,2
19522,jazz,1
19869,rock,1
19792,rock,1
19872,,0
19862,rock,1
19945,rock,2
19945,metal,2
19822,rap,2
19822,pop/r&b,2
19964,pop/r&b,2
19964,electronic,2
19764,,0
19860,rock,1
19939,rap,1
19811,rock,1
19523,metal,1
19763,metal,1
19852,rock,2
19852,electronic,2
19840,electronic,1
19887,experimental,1
19815,global,2
19815,pop/r&b,2
19757,,0
19946,,0
19938,,0
19933,pop/r&b,1
19914,rock,1
19749,,0
19833,,0
19859,rock,1
19915,pop/r&b,1
19759,rock,1
19739,,0
19913,rock,1
19861,rock,2
19861,experimental,2
19944,pop/r&b,1
19942,rock,1
19897,,0
19930,rap,1
19927,rock,1
19940,rock,2
19940,electronic,2
19825,folk/country,1
19700,rock,2
19700,metal,2
19890,rock,2
19890,metal,2
19937,rock,2
19937,electronic,2
19782,rock,2
19782,electronic,2
19824,electronic,1
19868,experimental,1
19871,experimental,1
19926,rock,1
19880,rock,3
19880,experimental,3
19880,electronic,3
19758,rock,1
19881,rock,1
19849,rap,1
19832,electronic,1
19898,,0
19925,pop/r&b,1
19701,,0
19769,rock,1
19924,rock,2
19924,electronic,2
19851,,0
19770,,0
19903,,0
19891,rock,1
19673,rock,1
19879,rock,1
19929,electronic,1
19902,rock,1
19806,rock,1
19813,rock,2
19813,electronic,2
19910,pop/r&b,1
19848,rock,1
19819,,0
19893,electronic,1
19906,electronic,1
19855,rock,2
19855,experimental,2
19911,rock,2
19911,experimental,2
19800,,0
19762,rock,1
19892,rock,1
19821,folk/country,1
19735,rock,1
19738,,0
19875,electronic,1
19896,,0
19854,rock,2
19854,experimental,2
19736,jazz,1
19669,,0
19900,rock,2
19900,pop/r&b,2
19901,rap,2
19901,pop/r&b,2
19845,rock,1
19895,,0
19888,,0
19830,rock,1
19772,global,1
19807,,0
19818,experimental,1
19878,rap,1
19894,rock,2
19894,electronic,2
19756,,0
19752,pop/r&b,1
19831,,0
19622,,0
19874,electronic,1
19850,pop/r&b,1
19823,rock,1
19737,rock,2
19737,electronic,2
19781,pop/r&b,1
19716,rock,1
19771,rock,1
19809,rap,1
19748,rock,1
19660,,0
19684,rock,1
19847,,0
19616,,0
19828,folk/country,1
19785,,0
19856,,0
19870,pop/r&b,1
19743,rap,1
19858,electronic,1
19846,experimental,1
19853,rock,1
19844,folk/country,1
19827,rap,1
19659,rock,2
19659,experimental,2
19789,electronic,1
19798,rock,2
19798,experimental,2
19843,rock,1
19687,electronic,1
19829,experimental,1
19621,experimental,1
19755,electronic,1
19707,,0
19810,rock,1
19658,rock,1
19783,,0
19842,rock,1
19826,metal,2
19826,electronic,2
19808,metal,1
19683,pop/r&b,1
19696,,0
19657,rock,1
19619,rock,2
19619,metal,2
19804,rock,1
19747,,0
19731,rock,1
19682,rock,1
19734,,0
19732,,0
19713,jazz,2
19713,experimental,2
19721,,0
19799,pop/r&b,1
19817,rock,1
19814,rock,1
19803,,0
19620,,0
19778,rock,1
19797,rock,1
19710,,0
19714,,0
19761,,0
19816,rock,1
19656,rock,2
19656,electronic,2
19791,pop/r&b,1
19670,,0
19680,,0
19801,rock,1
19788,rock,1
19720,,0
19730,,0
19733,,0
19794,rock,1
19719,rock,2
19719,experimental,2
19754,rock,1
19725,,0
19702,,0
19787,pop/r&b,1
19681,folk/country,1
19655,rock,1
19780,electronic,1
19726,,0
19693,rock,1
19706,electronic,1
19652,,0
19729,rock,1
19793,,0
19777,rock,2
19777,metal,2
19786,rap,1
19776,folk/country,1
19766,electronic,1
19618,electronic,1
19775,rock,2
19775,electronic,2
19774,rap,1
19617,rock,2
19617,metal,2
19715,electronic,1
19679,,0
19760,rock,1
19790,rap,1
19753,rock,1
19703,electronic,1
19654,rock,1
19767,rock,2
19767,electronic,2
19768,rock,1
19653,rock,1
19624,,0
19629,,0
19765,pop/r&b,1
19723,rock,1
19745,rap,1
19709,rap,1
19751,rap,1
19663,rock,1
19532,rock,2
19532,experimental,2
19520,metal,1
19615,experimental,1
19724,rock,1
19610,electronic,1
19746,electronic,1
19572,,0
19614,rock,2
19614,electronic,2
19651,,0
19668,rock,1
19742,electronic,1
19521,,0
19573,rock,1
19613,electronic,1
19722,rock,1
19718,,0
19691,,0
19650,rock,1
19591,,0
19602,rock,2
19602,electronic,2
19674,experimental,2
19674,electronic,2
19512,rock,1
19695,,0
19556,rock,1
19712,rock,1
19647,experimental,1
19571,rock,1
19635,pop/r&b,1
19678,,0
19596,rock,1
19585,rock,1
19648,rock,3
19648,experimental,3
19648,electronic,3
19630,rock,1
19531,,0
19570,metal,1
19611,electronic,1
19584,,0
19698,,0
19518,rock,1
19590,pop/r&b,2
19590,electronic,2
