artist,title,neg,neu,pos,compound
sondre lerche,faces down,0.092,0.809,0.099,0.8533
the smashing pumpkins,earphoria,0.055,0.8059999999999999,0.138,0.9974
"mimeo, john tilbury",the hands of caravaggio,0.057,0.8170000000000001,0.126,0.995
"mat maneri, joe mcphee",sustain,0.008,0.857,0.135,0.9987
"jason anderson, wolf colonel",something/everything,0.068,0.8220000000000001,0.11,0.9759
talib kweli,quality,0.052000000000000005,0.826,0.122,0.9811
afflictions,peotone ep,0.103,0.688,0.209,0.9953
noise for pretend,happy you near,0.058,0.815,0.127,0.9926
cave in,tides of tomorrow ep,0.04,0.8320000000000001,0.127,0.9942
dillinger four,situationist comedy,0.065,0.769,0.166,0.9938
maserati,the language of cities,0.047,0.8140000000000001,0.139,0.9936
univers zero,rhythmix,0.149,0.762,0.08800000000000001,-0.9919
foo fighters,one by one,0.098,0.7979999999999999,0.104,0.9074
flying luttenbachers,infection and decline,0.109,0.802,0.08900000000000001,-0.9787
andrea perry,two,0.075,0.731,0.194,0.9973
lee hazlewood,total lee!: the songs of lee hazlewood,0.05,0.847,0.103,0.9828
cassetteboy,the parker tapes,0.084,0.768,0.14800000000000002,0.9935
"fred lonberg-holm, glenn kotche, jason roebke",a valentine for fred katz,0.033,0.851,0.116,0.9957
paul lansky,alphabet book,0.023,0.872,0.105,0.9948
high on fire,surrounded by thieves,0.15,0.769,0.081,-0.9953
"jan jelinek, computer soup",improvisations and edits: tokyo 26.09.2001,0.036000000000000004,0.8029999999999999,0.161,0.9976
low res,blue ramen,0.085,0.825,0.08900000000000001,0.1927
great lakes,the distance between,0.019,0.7390000000000001,0.243,0.9994
david cross,"shut up, you fucking baby",0.119,0.755,0.126,0.7140000000000001
st. thomas,i'm coming home,0.053,0.787,0.159,0.9946
ruins,tzomborgha,0.125,0.731,0.14400000000000002,0.9596
"the dillinger escape plan, mike patton",irony is a dead scene ep,0.069,0.8320000000000001,0.099,0.9757
swayzak,dirty dancing,0.07,0.7929999999999999,0.138,0.9934
lot six,animals,0.116,0.757,0.127,0.8695
young people,young people,0.084,0.826,0.09,0.1109
peaches,the teaches of peaches,0.08,0.813,0.107,0.9691
yo la tengo,nuclear war ep,0.1,0.8,0.1,0.4815
various artists,nothing left to lose: a tribute to kris kristofferson,0.053,0.8079999999999999,0.139,0.9967
mobius band,three ep,0.063,0.8640000000000001,0.073,0.4848
philip jeck,stoke,0.054000000000000006,0.884,0.062,0.8594
cost,chimera,0.054000000000000006,0.846,0.101,0.9429
the impossible shapes,laughter fills our hollow dome,0.046,0.797,0.157,0.9981
tarentel,ephemera,0.081,0.8140000000000001,0.106,0.9541
audioslave,audioslave,0.111,0.79,0.099,-0.9594
botch,an anthology of dead ends ep,0.117,0.773,0.111,-0.9615
death cab for cutie,you can play these songs with chords,0.046,0.782,0.171,0.9979
simian,we are your friends,0.094,0.763,0.14400000000000002,0.9877
the pattern,real feelness,0.122,0.746,0.132,0.8686
seiichi yamamoto,crown of fuzzy groove,0.077,0.826,0.098,0.9485
missy elliott,under construction,0.095,0.816,0.08900000000000001,-0.8031
manitoba,start breaking my heart,0.022,0.7859999999999999,0.193,0.9993
jack hayter,practical wireless,0.118,0.755,0.127,0.8876
add n to (x),loud like nature,0.08,0.7909999999999999,0.129,0.9768
white star line,white star line,0.115,0.767,0.118,-0.3466
action,rolled gold,0.03,0.856,0.114,0.9955
mc paul barman,paullelujah!,0.093,0.767,0.14,0.9935
"beth gibbons, rustin man",out of season,0.07400000000000001,0.805,0.122,0.9851
rumah sakit,obscured by clowns,0.103,0.773,0.124,0.9283
richard buckner,impasse,0.036000000000000004,0.855,0.11,0.983
yesterday's kids,can't hear nothin',0.065,0.767,0.168,0.9962
rhettmatic,the wedding mixer,0.044,0.8490000000000001,0.107,0.9805
outrageous cherry,the book of spectral projections,0.052000000000000005,0.784,0.165,0.9967
nirvana,nirvana,0.09,0.748,0.162,0.9996
franklin bruno,a cat may look at a queen,0.077,0.7879999999999999,0.134,0.9949
datsuns,the datsuns,0.061,0.7959999999999999,0.14300000000000002,0.988
biosphere,shenzhou,0.054000000000000006,0.897,0.049,-0.6686
the velvet teen,plus minus equals,0.09,0.755,0.156,0.9912
"jack logan, bob kimbell",woodshedding,0.068,0.8079999999999999,0.124,0.9904
liars,'we no longer knew who we were' ep and 'fins to make us more fish-like' ep,0.16399999999999998,0.735,0.101,-0.9969
the telescopes,third wave,0.043,0.867,0.09,0.9641
the coral,the coral,0.036000000000000004,0.8190000000000001,0.146,0.9962
electric soft parade,holes in the wall,0.034,0.883,0.083,0.9717
polmo polpo,the science of breath,0.066,0.831,0.102,0.9536
rob swift,sound event,0.051,0.8220000000000001,0.127,0.9924
badly drawn boy,have you fed the fish?,0.105,0.727,0.168,0.9961
mike johnson,what would you do,0.085,0.782,0.133,0.9876
unstable ensemble,the liturgy of ghosts,0.056,0.812,0.133,0.9952
hot hot heat,make up the breakdown,0.081,0.7929999999999999,0.125,0.9904
butthole surfers,humpty dumpty lsd,0.066,0.8390000000000001,0.095,0.9661
scarface,the fix,0.162,0.741,0.097,-0.9906
aluminium group,happyness,0.065,0.797,0.138,0.9917
morcheeba,charango,0.103,0.7979999999999999,0.1,-0.6191
johnny cash,american iv: the man comes around,0.08900000000000001,0.762,0.149,0.9925
carolyn mark,terrible hostess,0.086,0.703,0.211,0.9967
the soft boys,nextdoorland,0.066,0.775,0.159,0.9974
the nels cline singers,instrumentals,0.039,0.907,0.055,0.8124
devendra banhart,oh me oh my...,0.066,0.7959999999999999,0.13699999999999998,0.9927
amalgamated sons of rest,amalgamated sons of rest ep,0.059,0.7879999999999999,0.153,0.9968
large professor,1st class,0.05,0.868,0.083,0.9715
no. 2,what does good luck bring?,0.095,0.728,0.177,0.9969
sing-sing,the joy of sing-sing,0.051,0.7929999999999999,0.156,0.9982
aberdeen,homesick and happy to be here,0.05,0.743,0.207,0.998
fennesz,field recordings 1995-2002,0.068,0.782,0.15,0.9957
clem snide,you were a diamond,0.101,0.721,0.17800000000000002,0.9944
shimmer kids underpop association,the natural riot,0.093,0.813,0.094,-0.6863
gold sparkle band,fugues & flowers,0.05,0.85,0.1,0.9661
thomas bangalter,irreversible,0.147,0.745,0.107,-0.9858
comets on fire,field recordings from the sun,0.093,0.8290000000000001,0.078,-0.9514
luna,close cover before striking ep,0.04,0.8490000000000001,0.111,0.993
destroyer,this night,0.109,0.79,0.102,-0.7384
mantronix,that's my beat,0.055,0.745,0.201,0.9991
david grubbs,rickets & scurvy,0.029,0.8640000000000001,0.107,0.987
western keys,damage ep,0.094,0.7829999999999999,0.122,0.9491
"damon & naomi, kurihara",song to the siren: live,0.105,0.78,0.115,0.8688
stereo total,musique automatique,0.032,0.812,0.156,0.9983
saint etienne,finisterre,0.054000000000000006,0.7759999999999999,0.17,0.9989
future bible heroes,eternal youth,0.084,0.794,0.122,0.9748
the standard,august,0.063,0.826,0.111,0.9773
godspeed you! black emperor,yanqui u.x.o.,0.112,0.76,0.127,0.9676
ben folds five,ben folds live,0.077,0.7390000000000001,0.184,0.9982
the negro problem,welcome black,0.095,0.759,0.145,0.9876
tara jane o'neil,tjo tko,0.055,0.8420000000000001,0.102,0.9785
"jeff buckley, gary lucas",songs to no one: 1991-1992,0.028,0.845,0.126,0.9974
dacm,showroom dummies,0.06,0.8690000000000001,0.071,0.9087
soul position,unlimited ep,0.045,0.8340000000000001,0.121,0.9897
radian,rec.extern,0.073,0.8370000000000001,0.091,0.8927
amon tobin,out from out where,0.063,0.831,0.106,0.9886
sweep the leg johnny,going down swingin',0.077,0.835,0.08800000000000001,0.7461
keith fullerton whitman,playthroughs,0.059,0.784,0.158,0.9982
lambchop,is a woman ep,0.037000000000000005,0.8859999999999999,0.077,0.9815
jawbreaker,etc.,0.096,0.7809999999999999,0.123,0.9644
winfred e. eye,"a bottle, a dog, some milk, a bottle",0.091,0.799,0.111,0.8864
ill lit,wacmusic,0.07,0.779,0.151,0.9884
wire,read & burn 02 ep,0.07,0.802,0.127,0.9963
lone pigeon,concubine rice,0.107,0.795,0.098,0.2104
mercury program,a data learn the language,0.047,0.847,0.106,0.9927
suntanama,the suntanama,0.076,0.8340000000000001,0.08900000000000001,0.631
barry adamson,the king of nothing hill,0.068,0.8109999999999999,0.121,0.9903
the handsome family,live at schuba's tavern,0.105,0.745,0.15,0.9914
acid mothers temple,electric heavyland,0.097,0.845,0.058,-0.9777
ekkehard ehlers,plays,0.02,0.818,0.163,0.9982
broken spindles,broken spindles,0.092,0.8009999999999999,0.107,0.9015
the blow,bonus album,0.057,0.831,0.112,0.9899
melochrome,this is motion,0.032,0.841,0.127,0.9929
jets to brazil,perfecting loneliness,0.121,0.7140000000000001,0.16399999999999998,0.989
everybody uh oh,man am i brad,0.125,0.747,0.128,0.7399
gogogo airheart,exitheuxa,0.039,0.809,0.152,0.995
sightings,sightings,0.091,0.81,0.099,0.6272
guided by voices,pipe dreams of instant prince whippet ep,0.068,0.721,0.211,0.9992
meshuggah,nothing,0.119,0.743,0.13699999999999998,0.9119
xiu xiu,chapel of the chimes ep,0.115,0.722,0.162,0.9884
hrvatski,swarm & dither,0.056,0.847,0.097,0.9901
luke vibert,further nuggets: luke vibert's selection,0.047,0.807,0.145,0.9975
exhaust,enregistraur,0.068,0.856,0.077,0.3082
of montreal,aldhils arboretum,0.092,0.836,0.07200000000000001,-0.9179
bellini,snowing sun,0.053,0.845,0.103,0.9906
jurassic 5,power in numbers,0.09,0.7879999999999999,0.122,0.9804
royal trux,hand of glory,0.056,0.85,0.094,0.9688
thievery corporation,the richest man in babylon,0.092,0.7959999999999999,0.112,0.9662
landing,fade in fade out ep,0.036000000000000004,0.906,0.059,0.8498
kind of like spitting,bridges worth burning,0.069,0.7979999999999999,0.133,0.9871
underworld,a hundred days off,0.059,0.7829999999999999,0.158,0.9984
the fall,totally wired: the rough trade anthology,0.07400000000000001,0.836,0.08900000000000001,0.9025
gyrgy ligeti,the ligeti project ii,0.068,0.8190000000000001,0.113,0.989
trans am,extremixxx ep,0.064,0.7909999999999999,0.145,0.9904
ladytron,light & magic,0.091,0.809,0.099,0.6824
kevin blechdom,i heart presets ep,0.077,0.809,0.114,0.9523
sixteen horsepower,folklore,0.106,0.794,0.1,-0.6713
k-rad,deli mood spot,0.064,0.773,0.163,0.9966
nas,the lost tapes,0.136,0.746,0.119,-0.9398
deerhoof,reveille,0.097,0.7559999999999999,0.147,0.9901
the black heart procession,amore del tropico,0.085,0.747,0.168,0.9966
sahara hotnights,jennie bomb,0.078,0.795,0.128,0.9913
centaur,in streams,0.099,0.784,0.118,0.9809
mus,el naval,0.049,0.851,0.1,0.9796
ryan adams,demolition,0.034,0.821,0.145,0.9984
yume bitsu,the golden vessyl of sound,0.024,0.841,0.135,0.9977
astrobotnia,"parts 1, 2 & 3",0.067,0.858,0.07400000000000001,0.7812
eyes adrift,eyes adrift,0.095,0.799,0.107,0.7975
black dice,beaches and canyons,0.076,0.805,0.119,0.9825
the apples in stereo,velocity of sound,0.033,0.8640000000000001,0.103,0.9907
tim hecker,my love is rotten to the core,0.065,0.79,0.146,0.9952
tara jane o'neil & daniel littleton,music for a meteor shower,0.076,0.795,0.129,0.9868
merzbow,a taste of merzbow,0.051,0.8859999999999999,0.063,0.8765
themselves,the no music,0.065,0.862,0.073,0.7568
iron & wine,the creek drank the cradle,0.079,0.8009999999999999,0.121,0.9931
the mountain goats,"'protein source of the future... now!', 'bitter melon farm' and 'ghana'",0.055,0.818,0.127,0.9988
xinlisupreme,tomorrow never comes,0.121,0.75,0.129,0.5976
squarepusher,do you know squarepusher,0.095,0.7609999999999999,0.14400000000000002,0.9956
mr. t experience,...and the women who love them: special addition,0.044,0.816,0.14,0.9932
the the,45 rpm: the singles,0.065,0.838,0.097,0.9625
low,trust,0.114,0.773,0.114,0.7081
mr. lif,i phantom,0.08800000000000001,0.858,0.054000000000000006,-0.9799
spectrum [brazil],gerao bendita,0.064,0.758,0.17800000000000002,0.9975
slum village,"trinity: past, present and future",0.131,0.7440000000000001,0.126,-0.5123
catherine irwin,cut yourself a switch,0.112,0.7929999999999999,0.094,-0.8855
moistboyz,iii,0.119,0.7659999999999999,0.116,-0.8329
fridge,eph reissue,0.07,0.813,0.117,0.9889
concentrik,lucid dreaming,0.054000000000000006,0.762,0.184,0.9969
dame fate,time and tide wait for no man,0.084,0.758,0.157,0.993
fenn o'berg,the return of fenn o'berg,0.076,0.845,0.079,0.3093
mia doi todd,the golden state,0.083,0.797,0.121,0.9737
polara,jetpack blues,0.08900000000000001,0.789,0.122,0.9749
king kong,the big bang,0.058,0.87,0.07200000000000001,0.8339
doug martsch,now you know,0.06,0.841,0.099,0.9864
d+,mistake,0.07200000000000001,0.807,0.121,0.9896
bogdan raczynski,'96 drum n bass classixxx,0.075,0.863,0.062,-0.8157
beck,sea change,0.08900000000000001,0.8190000000000001,0.092,0.6658
signer,low light dreams,0.058,0.857,0.085,0.906
kinski,be gentle with the warm turtle,0.064,0.794,0.142,0.9929
floating flower,1st + 2nd,0.078,0.833,0.08900000000000001,0.5536
euphone,the lakewood,0.064,0.835,0.101,0.9199
mclusky,mclusky do dallas,0.127,0.71,0.163,0.9761
the cinematic orchestra,every day,0.051,0.858,0.091,0.9893
non,children of the black sun,0.08199999999999999,0.82,0.099,0.9335
schneider tm,zoomer,0.038,0.835,0.127,0.995
ben kweller,sha sha,0.058,0.757,0.18600000000000005,0.9989
yohimbe brothers,front end lifter,0.124,0.773,0.103,-0.957
vsnares,2370894,0.075,0.8170000000000001,0.108,0.9715
andrew duke,sprung,0.141,0.7709999999999999,0.08800000000000001,-0.9842
papa m,songs of mac ep,0.054000000000000006,0.893,0.053,-0.3626
howard hello,howard hello,0.044,0.8859999999999999,0.069,0.9273
melvins,hostile ambient takeover,0.095,0.778,0.127,0.9371
kilowatthours,the bright side,0.041,0.794,0.165,0.995
the coup,steal this double album,0.092,0.813,0.095,0.8540000000000001
gordon gano,hitting the ground,0.108,0.74,0.153,0.9931
apes of wrath,apes of wrath,0.054000000000000006,0.8029999999999999,0.14300000000000002,0.9848
mastodon,remission,0.069,0.762,0.16899999999999998,0.9969
the fantmas melvins big band,millennium monsterwork,0.096,0.8140000000000001,0.091,-0.5651
the anniversary,your majesty,0.14400000000000002,0.7240000000000001,0.132,-0.9063
various artists,urban renewal program,0.056,0.78,0.16399999999999998,0.999
to live and shave in l.a.,the wigmaker in eighteenth century williamsburg,0.068,0.7829999999999999,0.149,0.9966
g-man (aka gez varley),avanti,0.077,0.845,0.078,-0.7862
knifehandchop,"tko from tokyo 12""",0.116,0.81,0.07400000000000001,-0.9895
idlewild,the remote part,0.073,0.826,0.101,0.9825
elk city,hold tight the ropes,0.046,0.852,0.102,0.9855
wauvenfold,3fold,0.065,0.7909999999999999,0.14300000000000002,0.9908
queens of the stone age,songs for the deaf,0.102,0.743,0.155,0.9952
crispy ambulance,scissorgun,0.066,0.8170000000000001,0.117,0.9834
migala,restos de un incendio,0.058,0.769,0.173,0.9978
jean grae,attack of the attacking things,0.094,0.7759999999999999,0.13,0.9672
american analog set,updates ep,0.025,0.892,0.083,0.9719
jay farrar,thirdshiftgrottoslack ep,0.104,0.8109999999999999,0.085,-0.9354
takagi masakatsu,opus pia,0.046,0.745,0.209,0.9994
max tundra,mastered by guy at the exchange,0.057,0.8,0.14300000000000002,0.9972
idaho,we were young and needed the money,0.03,0.879,0.091,0.974
spaceheads,low pressure,0.09,0.82,0.09,0.7289
otomo yoshihide's new jazz ensemble,dreams,0.049,0.7809999999999999,0.171,0.9987
coldplay,a rush of blood to the head,0.05,0.83,0.119,0.9972
friend/enemy,ten songs,0.129,0.7759999999999999,0.095,-0.9886
seelenluft,out of the woods,0.051,0.841,0.108,0.9942
brendan walls,cassia fistula,0.076,0.7929999999999999,0.131,0.993
various artists,blue skied an' clear,0.058,0.802,0.14,0.9975
yesterdays new quintet,"stevie, vol. 1",0.052000000000000005,0.8640000000000001,0.084,0.9753
cul de sac,immortality lessons,0.036000000000000004,0.85,0.113,0.9947
primal scream,evil heat,0.14400000000000002,0.7340000000000001,0.122,-0.9681
town and country,c'mon,0.098,0.7829999999999999,0.119,0.9494
various artists,peanut butter wolf's jukebox 45s,0.032,0.836,0.132,0.9989
john parish,how animals move,0.048,0.8059999999999999,0.145,0.9967
nod,good night sleep,0.051,0.7909999999999999,0.157,0.9931
frank black & the catholics,'black letter days' and 'devil's workshop',0.052000000000000005,0.835,0.113,0.9973
reindeer section,son of evil reindeer,0.107,0.7879999999999999,0.105,-0.7924
zelienople,pajama avenue,0.066,0.755,0.179,0.9973
people under the stairs,o.s.t.,0.051,0.8859999999999999,0.063,0.6301
denali,denali,0.099,0.7709999999999999,0.129,0.9008
weird war,weird war,0.099,0.8079999999999999,0.093,0.5128
aden,topsiders,0.103,0.767,0.13,0.9571
ampbuzz,this is my ampbuzz,0.042,0.91,0.048,-0.5168
2 many djs,"as heard on radio soulwax, pt. 2",0.049,0.8190000000000001,0.131,0.9978
sparta,wiretap scars,0.068,0.823,0.109,0.9873
vincent gallo,recordings of music for film,0.07200000000000001,0.8079999999999999,0.12,0.9885
kepler,missionless days,0.181,0.7390000000000001,0.08,-0.9956
track star,lion destroyed the whole world,0.063,0.748,0.189,0.9984
the prom,under the same stars,0.096,0.759,0.145,0.9853
dj spooky,optometry,0.063,0.833,0.104,0.9931
sleater-kinney,one beat,0.094,0.772,0.134,0.9925
various artists,guess who this is: a tribute to dom leone,0.068,0.8109999999999999,0.121,0.9842
nobukazu takemura,water's suite,0.043,0.87,0.086,0.9823
copywrite,the high exhaulted,0.078,0.8059999999999999,0.116,0.9584
eric bachmann,short careers: original score for the film 'ball of wax',0.07400000000000001,0.8170000000000001,0.109,0.9809
neko case,blacklisted,0.08800000000000001,0.773,0.139,0.9933
gold chains,straight from your radio ep,0.075,0.7559999999999999,0.17,0.9975
aimee mann,lost in space,0.09,0.8059999999999999,0.105,0.9412
jason loewenstein,at sixes and sevens,0.093,0.799,0.108,0.9207
sasha,airdrawndagger,0.046,0.838,0.116,0.991
dot allison,we are science,0.038,0.866,0.096,0.9934
pixies,pixies,0.049,0.7859999999999999,0.165,0.9988
the streets,original pirate material,0.056,0.872,0.07200000000000001,0.9496
arco flute foundation,everything after the bomb is sci-fi,0.075,0.821,0.104,0.9748
mekons,oooh! (out of our heads),0.107,0.753,0.14,0.9614
dianogah,millions of brazilians,0.063,0.741,0.196,0.9964
electric birds,gradations,0.05,0.8220000000000001,0.127,0.9939
gossip,arkansas heat ep,0.046,0.815,0.139,0.9942
fan club orchestra,sun papa and the fan club orchestra vol. 1 and vol. 2,0.064,0.7959999999999999,0.139,0.9944
mudhoney,since we've become translucent,0.124,0.718,0.157,0.9879
william parker,raining on the moon,0.034,0.865,0.101,0.9813
"bright eyes, britt daniel",home: split ep series vol. iv,0.08199999999999999,0.7929999999999999,0.125,0.9899
public enemy,revolverlution,0.097,0.818,0.085,-0.9481
palomar,ii,0.047,0.778,0.174,0.9969
phill niblock,"g2, 44+/ x2",0.044,0.853,0.104,0.9905
various artists,24 hour party people,0.083,0.78,0.13699999999999998,0.9982
interpol,turn on the bright lights,0.087,0.753,0.159,0.9975
various artists,to spirit back the mews,0.066,0.809,0.125,0.9921
hockey night,rad zapping,0.057,0.867,0.076,0.932
superdrag,last call for vitriol,0.069,0.7609999999999999,0.16899999999999998,0.9984
tanakh,villa claustrophobia,0.07,0.8240000000000001,0.106,0.9763
comet gain,realistes,0.069,0.782,0.149,0.9983
autechre,gantz graf ep,0.05,0.883,0.067,0.8566
various artists,fat beats compilation vol. 2,0.037000000000000005,0.879,0.084,0.9928
varnaline,songs in a northern key,0.12,0.745,0.135,0.7059
parlour,octopus off-broadway,0.015,0.878,0.107,0.9942
spoon,kill the moonlight,0.085,0.7759999999999999,0.138,0.9954
the anomoanon,envoi villon ep,0.086,0.799,0.115,0.9803
looper,the snare,0.095,0.8059999999999999,0.1,0.3995
king of woolworths,ming star,0.063,0.848,0.08900000000000001,0.9523
various artists,black rio: brazil soul power: 1971-1980,0.046,0.818,0.136,0.9988
badly drawn boy,about a boy,0.102,0.736,0.162,0.9923
sunday's best,the californian,0.031,0.81,0.159,0.9985
bright eyes,"lifted, or, the story is in the soil, keep your ear to the ground",0.058,0.804,0.13699999999999998,0.9974
dlek,from filthy tongue of gods and griots,0.105,0.78,0.115,0.8981
alfie,a word in your ear,0.086,0.7559999999999999,0.157,0.996
the microphones,song islands,0.055,0.8009999999999999,0.14400000000000002,0.9951
the pattern,immediately ep,0.079,0.825,0.096,0.9396
oe,here and you,0.055,0.8109999999999999,0.134,0.9985
tender trap,film molecules,0.069,0.79,0.14,0.9952
nate ruth,whatever it meant,0.056,0.8340000000000001,0.11,0.9955
twinemen,twinemen,0.07,0.838,0.092,0.9419
boom box 2000,boom box 2000,0.162,0.75,0.08800000000000001,-0.9954
girls against boys,you can't fight what you can't see,0.061,0.8270000000000001,0.112,0.99
cinerama,torino,0.093,0.81,0.097,0.847
hot hot heat,knock knock knock ep,0.101,0.762,0.13699999999999998,0.9851
flim,given you nothing,0.026,0.862,0.113,0.9943
the fire show,saint the fire show,0.085,0.8140000000000001,0.1,0.964
caesura,"more specific, less pacific",0.065,0.828,0.107,0.9814
manual,ascend,0.016,0.8909999999999999,0.093,0.9865
spokane,able bodies,0.073,0.828,0.098,0.9439
caural,stars on my ceiling,0.047,0.861,0.092,0.9874
snowglobe,our land brains,0.084,0.804,0.112,0.9762
milky wimpshake,lovers not fighters,0.061,0.79,0.149,0.9962
beth orton,daybreaker,0.07200000000000001,0.823,0.105,0.9837
landing,seasons,0.071,0.8240000000000001,0.105,0.9812
chris smith,map ends: 1995-2001,0.063,0.8340000000000001,0.104,0.9816
john zorn,iao,0.054000000000000006,0.851,0.095,0.9894
winter blanket,actors and actresses,0.125,0.805,0.069,-0.9916
yo la tengo,the sounds of the sounds of science,0.059,0.799,0.14300000000000002,0.9979
midwest product,specifics,0.034,0.848,0.118,0.9941
willard grant conspiracy,in the fishtank (with telefunk),0.127,0.774,0.099,-0.9827
future bible heroes,i'm lonely (and i love it) ep,0.075,0.725,0.2,0.9986
kleenexgirlwonder,after mathematics,0.115,0.8190000000000001,0.067,-0.9771
calvin johnson,what was me,0.05,0.8290000000000001,0.121,0.9974
the pupils,the pupils,0.085,0.787,0.128,0.9782
jana mccall,slumber,0.106,0.77,0.125,0.9165
boom bip,seed to sun,0.063,0.862,0.075,0.7541
i am the world trade center,the tight connection,0.08800000000000001,0.831,0.081,0.2816
akufen,my way,0.055,0.83,0.115,0.9852
the vines,highly evolved,0.069,0.805,0.126,0.9932
auburn lull,alone i admire,0.049,0.847,0.104,0.9878
six by seven,the way i feel today,0.08900000000000001,0.799,0.112,0.9747
"jay bennett, edward burch",the palace at 4am (part i),0.073,0.8,0.127,0.9939
the reverend horton heat,lucky 7,0.047,0.831,0.122,0.9971
john tejada,daydreams in cold weather,0.045,0.8640000000000001,0.091,0.9822
makers,strangest parade,0.083,0.8390000000000001,0.078,-0.6108
arlo,stab the unstoppable hero,0.13699999999999998,0.659,0.204,0.9964
acid mothers temple,in c,0.04,0.838,0.122,0.9961
rjd2,deadringer,0.05,0.8440000000000001,0.106,0.9955
the fucking champs,v,0.061,0.794,0.145,0.9965
dntel,(this is) the dream of evan and chan ep,0.08199999999999999,0.8,0.118,0.9752
north of america,the sepultura ep,0.093,0.805,0.102,0.5983
jah wobble,solaris: live in concert,0.099,0.8109999999999999,0.08900000000000001,-0.9408
the books,thought for food,0.051,0.86,0.08900000000000001,0.9893
casiotone for the painfully alone,pocket symphonies for lonesome subway cars,0.048,0.857,0.095,0.9718
various artists,"nortec collective: tijuana sessions, vol. 1",0.038,0.825,0.13699999999999998,0.9991
"mark borthwick, trevor holland",helene,0.046,0.8740000000000001,0.08,0.9379
new radiant storm king,winter's kill,0.09,0.8220000000000001,0.08800000000000001,-0.2527
swearing at motorists,this flag signals goodbye,0.071,0.7929999999999999,0.136,0.9944
geeez'n'gosh,nobody knows,0.11,0.7170000000000001,0.173,0.9948
division of laura lee,black city,0.09,0.7759999999999999,0.134,0.9898
mary timony,the golden dove,0.08,0.826,0.094,0.947
little wings,light green leaves,0.036000000000000004,0.8490000000000001,0.115,0.99
radar bros.,and the surrounding mountains,0.08199999999999999,0.823,0.095,0.8522
archer prewitt,three,0.051,0.845,0.104,0.991
non phixion,the future is now,0.058,0.867,0.07400000000000001,0.8729
various artists,brain in the wire,0.07400000000000001,0.778,0.14800000000000002,0.9986
mice parade,all roads lead to salzburg,0.059,0.84,0.101,0.9702
poulain,with fingers crossed ep,0.064,0.7709999999999999,0.165,0.9937
various artists,this is tech-pop,0.075,0.795,0.131,0.9978
liars,they threw us all in a trench and stuck a monument on top,0.17,0.752,0.078,-0.9977
craig armstrong,as if to nothing,0.077,0.804,0.119,0.9948
quix*o*tic,mortal mirror,0.097,0.763,0.14,0.9875
mason jennings,mason jennings,0.047,0.8440000000000001,0.109,0.9946
interpol,interpol ep,0.08800000000000001,0.747,0.165,0.9974
all-time quarterback,all-time quarterback,0.085,0.795,0.12,0.9531
the flaming lips,yoshimi battles the pink robots,0.087,0.78,0.132,0.9965
new flesh,understanding,0.068,0.7929999999999999,0.139,0.9887
goodiepal,narc beacon,0.027000000000000003,0.8140000000000001,0.159,0.9971
birdwatcher,afternoon tales the morning never knew,0.07,0.8540000000000001,0.076,0.2575
freestyle fellowship,shockadoom,0.045,0.8079999999999999,0.147,0.9985
wire,read & burn 01 ep,0.096,0.81,0.094,-0.4217
oxes,oxxxes,0.091,0.7759999999999999,0.133,0.9889
tyondai braxton,history that has no effect,0.067,0.833,0.101,0.9904
various artists,soundbombing iii,0.118,0.7909999999999999,0.092,-0.9829
oasis,heathen chemistry,0.091,0.746,0.162,0.9973
simon wickham-smith,extreme bukake,0.073,0.807,0.119,0.9951
nationale blue,a different kind of listening,0.042,0.8029999999999999,0.155,0.9988
jeff mangum,"orange twin field works, vol. 1",0.022,0.838,0.14,0.9988
xtc,go 2,0.071,0.7909999999999999,0.138,0.999
quasimoto,astronaut ep,0.054000000000000006,0.851,0.095,0.9844
prefuse 73,the '92 vs. '02 collection ep,0.046,0.799,0.155,0.9989
skeleton key,obtainium,0.062,0.777,0.161,0.9987
monster movie,last night something happened,0.054000000000000006,0.823,0.123,0.9943
dirty vegas,dirty vegas,0.124,0.762,0.115,-0.9409
nad navillus,show your face,0.056,0.765,0.179,0.9969
they might be giants,no!,0.105,0.8059999999999999,0.08900000000000001,-0.9509
andrew w.k.,i get wet,0.096,0.792,0.112,0.9812
tuatara,cinemathique,0.112,0.784,0.104,-0.8244
various artists,this is where i belong: the songs of ray davies and the kinks,0.043,0.794,0.162,0.9981
dj jester,river walk riots,0.093,0.7979999999999999,0.109,0.9164
pretty girls make graves,good health,0.077,0.764,0.159,0.9987
atmosphere,god loves ugly,0.13,0.6890000000000001,0.18,0.9949
yeah yeah yeahs,yeah yeah yeahs ep,0.09,0.785,0.125,0.9855
converge,jane doe,0.123,0.74,0.138,0.906
consonant,consonant,0.042,0.826,0.133,0.9952
various artists,you don't need darkness to do what you think is right,0.055,0.805,0.14,0.9978
hot snakes,suicide invoice,0.173,0.693,0.134,-0.9898
twine,recorder,0.103,0.7959999999999999,0.101,-0.2379
babu,duck season,0.084,0.8220000000000001,0.094,0.6122
mong hang,mong hang,0.106,0.752,0.142,0.9824
the extra lens,martial arts weekend,0.059,0.8340000000000001,0.107,0.9861
mr. lif,emergency rations ep,0.11,0.767,0.123,0.9078
the national trust,dekkagar,0.04,0.818,0.141,0.9984
pere ubu,st. arkansas,0.055,0.777,0.168,0.9992
speedy j,loudboxer,0.07400000000000001,0.821,0.104,0.9109
